iata_code,lat,lon,name,type,iso3,iso_region,municipality
SLY,66.59079742,66.61100006,Salekhard Airport,medium_airport,RUS,RU-YAN,Salekhard
SBT,71.219167,72.052222,Sabetta International Airport,medium_airport,RUS,RU-YAN,Sabetta
KGP,62.19039917,74.53379822,Kogalym International Airport,medium_airport,RUS,RU-KHM,Kogalym
VHV,63.4580574,120.26916499999999,Verkhnevilyuisk Airport,small_airport,RUS,RU-SA,Verkhnevilyuisk
MQF,53.39310074,58.75569916,Magnitogorsk International Airport,medium_airport,RUS,RU-BA,Magnitogorsk
KJA,56.172901,92.493301,Yemelyanovo Airport,large_airport,RUS,RU-KYA,Krasnoyarsk
KYZ,51.66939926,94.40059662,Kyzyl Airport,medium_airport,RUS,RU-TY,Kyzyl
KGD,54.88999939,20.59259987,Khrabrovo Airport,medium_airport,RUS,RU-KGD,Kaliningrad
OVB,55.01259995,82.65070343,Tolmachevo Airport,large_airport,RUS,RU-NVS,Novosibirsk
NYA,62.110001000000004,65.614998,Nyagan Airport,medium_airport,RUS,RU-KHM,Nyagan
SUY,62.18500137,117.6350021,Suntar Airport,small_airport,RUS,RU-SA,Suntar
ITU,45.256389,147.95549,Iturup Airport,small_airport,RUS,RU-SAK,Kurilsk
ULK,60.72060013,114.82599640000001,Lensk Airport,medium_airport,RUS,RU-SA,Lensk
GDZ,44.58209263,38.01248074,Gelendzhik Airport,medium_airport,RUS,RU-KDA,Gelendzhik
KRR,45.03469849,39.17050171,Krasnodar Pashkovsky International Airport,medium_airport,RUS,RU-KDA,Krasnodar
MCX,42.81679916,47.65230179,Uytash Airport,medium_airport,RUS,RU-DA,Makhachkala
MRV,44.22510147,43.08190155,Mineralnyye Vody Airport,medium_airport,RUS,RU-STA,Mineralnyye Vody
NAL,43.51290131,43.63660049,Nalchik Airport,medium_airport,RUS,RU-KB,Nalchik
OHO,59.4100647,143.0565033,Okhotsk Airport,medium_airport,RUS,RU-KHA,Okhotsk
OGZ,43.20510101,44.60660172,Beslan Airport,medium_airport,RUS,RU-SE,Beslan
IGT,43.32229996,45.01259995,Magas Airport,medium_airport,RUS,RU-IN,Magas
STW,45.10919952,42.1128006,Stavropol Shpakovskoye Airport,medium_airport,RUS,RU-STA,Stavropol
ROV,47.493888,39.924721999999996,Platov International Airport,large_airport,RUS,RU-ROS,Rostov-on-Don
EIK,46.68,38.21,Yeysk Airport,medium_airport,RUS,RU-KDA,Yeysk
SGC,61.34370041,73.40180206,Surgut Airport,medium_airport,RUS,RU-KHM,Surgut
UKX,56.85670089999999,105.7300034,Ust-Kut Airport,medium_airport,RUS,RU-IRK,Ust-Kut
ODO,57.86610031,114.24299620000001,Bodaybo Airport,small_airport,RUS,RU-IRK,Bodaybo
IKT,52.26800156,104.3889999,Irkutsk Airport,medium_airport,RUS,RU-IRK,Irkutsk
BTK,56.37060165,101.697998,Bratsk Airport,medium_airport,RUS,RU-IRK,Bratsk
HTA,52.026299,113.306,Chita-Kadala Airport,medium_airport,RUS,RU-CHI,Chita
VVO,43.39899826,132.147995,Vladivostok International Airport,medium_airport,RUS,RU-PRI,Vladivostok
TLY,44.81499863,136.2920074,Plastun Airport,small_airport,RUS,RU-PRI,Plastun
UUS,46.88869858,142.7180023,Yuzhno-Sakhalinsk Airport,medium_airport,RUS,RU-SAK,Yuzhno-Sakhalinsk
PKC,53.16790009,158.4539948,Yelizovo Airport,medium_airport,RUS,RU-KAM,Petropavlovsk-Kamchatsky
EKS,49.1903,142.082993,Shakhtyorsk Airport,small_airport,RUS,RU-SAK,Shakhtersk
UUD,51.80780029,107.4380035,Ulan-Ude Airport (Mukhino),medium_airport,RUS,RU-BU,Ulan Ude
VYI,63.75666809,121.6933365,Vilyuisk Airport,medium_airport,RUS,RU-SA,Vilyuisk
AAQ,45.0021019,37.34730148,Anapa Vityazevo Airport,medium_airport,RUS,RU-KDA,Anapa
NSK,69.31109619,87.3321991,Norilsk-Alykel Airport,medium_airport,RUS,RU-KYA,Norilsk
PYJ,66.40039825,112.02999879999999,Polyarny Airport,medium_airport,RUS,RU-SA,Yakutia
MJZ,62.53469849,114.03900149999998,Mirny Airport,medium_airport,RUS,RU-SA,Mirny
SYS,71.92790222,114.08000179999999,Saskylakh Airport,medium_airport,RUS,RU-SA,Saskylakh
SEK,67.4805,153.7364,Srednekolymsk Airport,medium_airport,RUS,RU-SA,Srednekolymsk
CKH,70.62310028,147.90199280000002,Chokurdakh Airport,medium_airport,RUS,RU-SA,Chokurdah
CYX,68.74060059,161.3379974,Cherskiy Airport,medium_airport,RUS,RU-SA,Cherskiy
ZKP,65.7485,150.8889,Zyryanka Airport,medium_airport,RUS,RU-SA,Zyryanka
ESL,46.37390137,44.33089828,Elista Airport,medium_airport,RUS,RU-KL,Elista
ASF,46.28329849,48.00630188,Astrakhan Airport,medium_airport,RUS,RU-AST,Astrakhan
AER,43.449902,39.9566,Sochi International Airport,large_airport,RUS,RU-KDA,Sochi
THX,65.79720306,87.93530273,Turukhansk Airport,small_airport,RUS,RU-KYA,Turukhansk
TGK,47.1983333,38.849166700000005,Taganrog Yuzhny Airport,medium_airport,RUS,RU-ROS,Taganrog
KHV,48.52799988,135.18800349999998,Khabarovsk-Novy Airport,large_airport,RUS,RU-KHA,Khabarovsk
KXK,50.4090004,136.93400569999997,Komsomolsk-on-Amur Airport,medium_airport,RUS,RU-KHA,Komsomolsk-on-Amur
DYR,64.734902,177.740997,Ugolny Airport,medium_airport,RUS,RU-CHU,Anadyr
KPW,67.845001,166.139999,Keperveem Airport,medium_airport,RUS,RU-CHU,Keperveem
GDX,59.9109993,150.72000119999998,Sokol Airport,medium_airport,RUS,RU-MAG,Magadan
KVM,64.667,170.417007,Markovo Airport,small_airport,RUS,RU-CHU,Markovo
BQG,52.38,140.44799999999998,Bogorodskoye Airport,small_airport,RUS,RU-KHA,Bogorodskoye
NLI,53.154999,140.649994,Nikolayevsk-na-Amure Airport,medium_airport,RUS,RU-KHA,Nikolayevsk-na-Amure Airport
HTG,71.97810364,102.4909973,Khatanga Airport,medium_airport,RUS,RU-KYA,Khatanga
IAA,67.43720245,86.62190247,Igarka Airport,medium_airport,RUS,RU-KYA,Igarka
BQS,50.42539978,127.41200259999998,Ignatyevo Airport,medium_airport,RUS,RU-AMU,Blagoveschensk
IKS,71.6977005,128.9029999,Tiksi Airport,medium_airport,RUS,RU-SA,Tiksi
KEJ,55.27009964,86.10720062,Kemerovo Airport,medium_airport,RUS,RU-KEM,Kemerovo
TJM,57.1896019,65.32430267,Roshchino International Airport,medium_airport,RUS,RU-TYU,Tyumen
JOK,56.70059967,47.90470123,Yoshkar-Ola Airport,medium_airport,RUS,RU-ME,Yoshkar-Ola
CSY,56.09030151,47.34730148,Cheboksary Airport,medium_airport,RUS,RU-CU,Cheboksary
ULV,54.26829910000001,48.22669983,Ulyanovsk Baratayevka Airport,medium_airport,RUS,RU-ULY,Ulyanovsk
ULY,54.40100098,48.80270004,Ulyanovsk East Airport,medium_airport,RUS,RU-ULY,Ulyanovsk
REN,51.79579926,55.45669937,Orenburg Central Airport,medium_airport,RUS,RU-ORE,Orenburg
OSW,51.07249832,58.59560013,Orsk Airport,medium_airport,RUS,RU-ORE,Orsk
PEZ,53.11059952,45.02109909,Penza Airport,medium_airport,RUS,RU-PNZ,Penza
SKX,54.1251297,45.21225739,Saransk Airport,medium_airport,RUS,RU-MO,Saransk
NBC,55.56470108,52.09249878,Begishevo Airport,medium_airport,RUS,RU-TA,Nizhnekamsk
BWO,51.85829926,47.74560165,Balakovo Airport,medium_airport,RUS,RU-SAR,Balakovo
UFA,54.55749893,55.87440109,Ufa International Airport,large_airport,RUS,RU-BA,Ufa
KUF,53.50490189,50.16429901,Kurumoch International Airport,large_airport,RUS,RU-SAM,Samara
DLR,45.8783,133.7363,Dalnerechensk Airport,small_airport,RUS,RU-PRI,Dalnerechensk
GRV,43.388302,45.698601000000004,Grozny North Airport,large_airport,RUS,RU-CE,Grozny
DLR,45.8783,133.7363,Dalnerechensk Airport,small_airport,RUS,RU-PRI,Dalnerechensk
DPT,69.392503,139.890012,Deputatskiy Airport,small_airport,RUS,RU-SA,Deputatskiy
BAX,53.36380005,83.53849792,Barnaul Airport,medium_airport,RUS,RU-ALT,Barnaul
SVX,56.74309921,60.80270004,Koltsovo Airport,large_airport,RUS,RU-SVE,Yekaterinburg
RTW,51.56499863,46.04669952,Saratov Central Airport,medium_airport,RUS,RU-SAR,Saratov
KZN,55.60620117,49.27870178,Kazan International Airport,large_airport,RUS,RU-TA,Kazan
ZIX,66.79650116,123.3610001,Zhigansk Airport,medium_airport,RUS,RU-SA,Zhigansk
GOJ,56.23009872,43.7840004,Nizhny Novgorod Strigino International Airport,medium_airport,RUS,RU-NIZ,Nizhny Novgorod
KRO,55.47529984,65.41560364,Kurgan Airport,medium_airport,RUS,RU-KGN,Kurgan
KMW,57.7969017,41.01940155,Kostroma Sokerkino Airport,medium_airport,RUS,RU-KOS,Kostroma
IWA,56.93939972,40.94079971,Ivanovo South Airport,medium_airport,RUS,RU-IVA,Ivanovo
RYB,58.10419846,38.929401399999996,Staroselye Airport,medium_airport,RUS,RU-YAR,Rybinsk
BZK,53.214199,34.176398999999996,Bryansk Airport,medium_airport,RUS,RU-BRY,Bryansk
UUA,54.63999939,52.80170059,Bugulma Airport,medium_airport,RUS,RU-TA,Bugulma
DME,55.40879822,37.90629959,Domodedovo International Airport,large_airport,RUS,RU-MOS,Moscow
SVO,55.972599,37.4146,Sheremetyevo International Airport,large_airport,RUS,RU-MOS,Moscow
OSF,55.511667,37.507222,Ostafyevo International Airport,medium_airport,RUS,RU-MOS,Moscow
EGO,50.64379883,36.59009933,Belgorod International Airport,medium_airport,RUS,RU-BEL,Belgorod
ZIA,55.553298999999996,38.150002,Zhukovsky International Airport,large_airport,RUS,RU-MOS,Moscow
LPK,52.70280075,39.53779984,Lipetsk Airport,medium_airport,RUS,RU-LIP,Lipetsk
SCW,61.64699936,50.84510039999999,Syktyvkar Airport,medium_airport,RUS,RU-KO,Syktyvkar
URS,51.75059891,36.29560089,Kursk East Airport,medium_airport,RUS,RU-KRS,Kursk
USK,66.00469971,57.36719894,Usinsk Airport,medium_airport,RUS,RU-KO,Usinsk
VKT,67.48860168,63.99309921,Vorkuta Airport,medium_airport,RUS,RU-KO,Vorkuta
UCT,63.56689835,53.80469894,Ukhta Airport,medium_airport,RUS,RU-KO,Ukhta
VKO,55.59149933,37.26150131,Vnukovo International Airport,large_airport,RUS,RU-MOS,Moscow
VOZ,51.81420135,39.229599,Voronezh International Airport,medium_airport,RUS,RU-VOR,Voronezh
PEX,65.12110138,57.13079834,Pechora Airport,medium_airport,RUS,RU-KO,Pechora
KME,-2.4622399809999997,28.90789986,Kamembe Airport,medium_airport,RWA,RW-04,Kamembe
KGL,-1.9686299999999999,30.1395,Kigali International Airport,large_airport,RWA,RW-01,Kigali
ELQ,26.30279922,43.77439879999999,Gassim Airport,medium_airport,SAU,SA-05,
AHB,18.24040031,42.65660095,Abha Regional Airport,medium_airport,SAU,SA-14,Abha
HOF,25.285299300000002,49.48519897,Al Ahsa Airport,medium_airport,SAU,SA-04,
ABT,20.29610062,41.63430023,Al Baha Airport,medium_airport,SAU,SA-11,
BHH,19.984399800000002,42.620899200000004,Bisha Airport,medium_airport,SAU,SA-14,
DMM,26.47120094,49.79790115,King Fahd International Airport,large_airport,SAU,SA-04,Ad Dammam
DWD,24.4499,44.121201,King Salman Abdulaziz Airport,medium_airport,SAU,SA-01,Dawadmi
URY,31.412413,37.278898,Gurayat Domestic Airport,medium_airport,SAU,SA-08,Gurayat
GIZ,16.90110016,42.58580017,Jizan Regional Airport,medium_airport,SAU,SA-09,Jizan
JED,21.6796,39.156502,King Abdulaziz International Airport,large_airport,SAU,SA-02,Jeddah
TUI,31.692188,38.731544,Turaif Domestic Airport,medium_airport,SAU,SA-08,Turaif
WAE,20.50429916,45.19960022,Wadi Al Dawasir Airport,medium_airport,SAU,SA-01,
HAS,27.437901,41.686298,Ha'il Airport,medium_airport,SAU,SA-06,Ha'il
EJH,26.19860077,36.47639847,Al Wajh Domestic Airport,medium_airport,SAU,SA-07,Al Wajh
TIF,21.483001,40.543442,Ta’if Regional Airport,medium_airport,SAU,SA-02,Ta’if
TUU,28.3654,36.6189,Tabuk Airport,medium_airport,SAU,SA-07,Tabuk
YNB,24.144199,38.0634,Prince Abdulmohsin Bin Abdulaziz Airport,medium_airport,SAU,SA-03,Yanbu
AJF,29.78510094,40.09999847,Al-Jawf Domestic Airport,medium_airport,SAU,SA-12,Al-Jawf
RAE,30.90660095,41.13819885,Arar Domestic Airport,medium_airport,SAU,SA-08,Arar
RUH,24.95759964,46.69879913,King Khaled International Airport,large_airport,SAU,SA-01,Riyadh
RAH,29.62639999,43.49060059,Rafha Domestic Airport,medium_airport,SAU,SA-08,Rafha
AQI,28.335199,46.125099,Al Qaisumah/Hafr Al Batin Airport,medium_airport,SAU,SA-04,Qaisumah
EAM,17.611400600000003,44.41920089999999,Nejran Airport,medium_airport,SAU,SA-10,
MED,24.5534,39.705101,Prince Mohammad Bin Abdulaziz Airport,large_airport,SAU,SA-03,Medina
KMC,27.9009,45.528197999999996,King Khaled Military City Airport,medium_airport,SAU,SA-04,King Khaled Military City
SHW,17.46689987,47.12139893,Sharurah Airport,medium_airport,SAU,SA-10,
WHF,21.802698,31.521578,Wadi Halfa Airport,small_airport,SDN,SD-01,Wadi Halfa
KRT,15.58950043,32.55319977,Khartoum International Airport,large_airport,SDN,SD-03,Khartoum
PZU,19.43359947,37.23410034,Port Sudan New International Airport,medium_airport,SDN,SD-26,Port Sudan
EBD,13.15320015,30.23270035,El Obeid Airport,medium_airport,SDN,SD-09,Al-Ubayyid
UYL,12.05350018,24.95619965,Nyala Airport,small_airport,SDN,SD-11,Nyala
KSL,15.38749981,36.3288002,Kassala Airport,medium_airport,SDN,SD-05,Kassala
ELF,13.61489964,25.32460022,El Fasher Airport,medium_airport,SDN,SD-02,El Fasher
DOG,19.15390015,30.43009949,Dongola Airport,medium_airport,SDN,SD-01,Dongola
ATB,17.71034431,34.05701828,Atbara Airport,small_airport,SDN,SD-04,Atbara
DKR,14.73970032,-17.49020004,Léopold Sédar Senghor International Airport,large_airport,SEN,SN-DK,Dakar
CSK,12.39533,-16.748,Cap Skirring Airport,medium_airport,SEN,SN-ZG,Cap Skirring
ZIG,12.5556,-16.281799,Ziguinchor Airport,medium_airport,SEN,SN-ZG,Ziguinchor
DSS,14.67,-17.073332999999998,Blaise Diagne International Airport,large_airport,SEN,SN-DK,Dakar
TUD,13.73680019,-13.65310001,Tambacounda Airport,medium_airport,SEN,SN-TC,Tambacounda
XLS,16.05080032,-16.46319962,Saint Louis Airport,medium_airport,SEN,SN-SL,Saint Louis
MAX,15.59360027,-13.32279968,Ouro Sogui Airport,medium_airport,SEN,SN-SL,Matam
SIN,1.35019,103.994003,Singapore Changi Airport,large_airport,SGP,SG-04,Singapore
XSP,1.416949987,103.86799620000001,Seletar Airport,medium_airport,SGP,SG-02,Seletar
HLE,-15.957725,-5.645943,St. Helena Airport,small_airport,SHN,SH-SH,Jamestown
CHY,-6.711944,156.39611100000002,Choiseul Bay Airport,small_airport,SLB,SB-CH,
BNY,-11.30222222,159.7983333,Bellona/Anua Airport,small_airport,SLB,SB-RB,Anua
AKS,-8.70257,160.682007,Gwaunaru'u Airport,small_airport,SLB,SB-ML,Auki
ATD,-8.873330000000001,161.011002,Uru Harbour Airport,small_airport,SLB,SB-ML,Atoifi
AFT,-9.191388889,160.9486111,Afutara Aerodrome,small_airport,SLB,SB-ML,Bila
BAS,-6.9907449999999995,155.88665600000002,Ballalae Airport,small_airport,SLB,SB-WE,Ballalae
FRE,-8.1075,159.576996,Fera/Maringe Airport,small_airport,SLB,SB-IS,Fera Island
SCZ,-10.72029972,165.79499819999998,Santa Cruz/Graciosa Bay/Luova Airport,small_airport,SLB,SB-TE,Santa Cruz/Graciosa Bay/Luova
MBU,-9.74750042,159.8390045,Babanakira Airport,small_airport,SLB,SB-GU,Mbambanakira
IRA,-10.44970036,161.897995,Ngorangora Airport,small_airport,SLB,SB-MK,Kirakira
MUA,-8.327969551,157.26300049999998,Munda Airport,medium_airport,SLB,SB-WE,
GZO,-8.097780228,156.8639984,Nusatupe Airport,small_airport,SLB,SB-WE,Gizo
MNY,-7.416940212,155.5650024,Mono Airport,small_airport,SLB,SB-WE,Stirling Island
RNL,-11.53390026,160.06300349999998,Rennell/Tingoa Airport,small_airport,SLB,SB-RB,Rennell Island
NNB,-10.847994,162.45410800000002,Santa Ana Airport,small_airport,SLB,SB-MK,Santa Ana Island
RUS,-9.86166954,160.8249969,Marau Airport,small_airport,SLB,SB-GU,Marau
VAO,-7.585559845,158.73100280000003,Suavanao Airport,small_airport,SLB,SB-IS,Suavanao
GTA,-8.739167,158.203056,Gatokae Airport,small_airport,SLB,SB-WE,Gatokae
KGE,-7.3305,157.585,Kaghau Airport,small_airport,SLB,SB-CH,Kagau Island
RBV,-8.168060302999999,157.6430054,Ramata Airport,small_airport,SLB,SB-WE,Ramata
HIR,-9.42800045,160.05499269999999,Honiara International Airport,medium_airport,SLB,SB-CT,Honiara
XYA,-9.092816000000001,159.21841,Yandina Airport,small_airport,SLB,SB-CE,Yandina
BTE,7.532420158,-12.51889992,Sherbro International Airport,medium_airport,SLE,SL-S,Bonthe
KBS,7.9443998339999995,-11.76099968,Bo Airport,medium_airport,SLE,SL-S,Bo
KEN,7.891290187999999,-11.17660046,Kenema Airport,medium_airport,SLE,SL-E,Kenema
WYE,8.610469818,-11.04539967,Yengema Airport,medium_airport,SLE,SL-E,Yengema
FNA,8.616439999999999,-13.1955,Lungi International Airport,large_airport,SLE,SL-N,Freetown
SAL,13.4409,-89.055702,Monseñor Óscar Arnulfo Romero International Airport,large_airport,SLV,SV-PA,San Salvador (San Luis Talpa)
BBO,10.38920021,44.94110107,Berbera Airport,medium_airport,SOM,SO-WO,Berbera
BUO,9.5275,45.5549,Burao Airport,small_airport,SOM,SO-TO,Burao
BSA,11.27530003,49.14939879999999,Bosaso Airport,small_airport,SOM,SO-BR,Bosaso
HGA,9.513207000000001,44.082389,Egal International Airport,large_airport,SOM,SO-WO,Hargeisa
BLW,4.7669760000000005,45.2388,Beletwene Airport,small_airport,SOM,SO-HI,Beledweyne
GLK,6.780829906,47.45470047,Galcaio Airport,small_airport,SOM,SO-MU,Galcaio
MGQ,2.01444006,45.30469894,Aden Adde International Airport,medium_airport,SOM,SO-BN,Mogadishu
FSP,46.76290131,-56.17309952,St Pierre Airport,medium_airport,SPM,PM-SP,Saint-Pierre
INI,43.337299,21.853701,Nis Airport,medium_airport,SRB,RS-20,Nis
KVO,43.818298,20.5872,Morava Airport,small_airport,SRB,RS-18,Kraljevo
BEG,44.81840134,20.3090992,Belgrade Nikola Tesla Airport,large_airport,SRB,RS-00,Belgrade
PCP,1.662940025,7.411739826,Principe Airport,medium_airport,STP,ST-P,
TMS,0.37817499,6.712150097,São Tomé International Airport,medium_airport,STP,ST-S,São Tomé
PBM,5.4528298379999995,-55.18780136,Johan Adolf Pengel International Airport,medium_airport,SUR,SR-PR,Zandery
LDO,4.376108283,-55.40705681,Ladouanie Airport,small_airport,SUR,SR-SI,Aurora
DOE,4.005712611,-55.48164368,Djumu-Djomoe Airport,small_airport,SUR,SR-SI,Djumu-Djomoe
MOJ,5.6076,-54.4003,Moengo Airstrip,small_airport,SUR,SR-MA,Moengo
BTO,4.217511094,-55.44705391,Botopasi Airport,small_airport,SUR,SR-SI,Botopasi
AGI,5.841128,-56.673328000000005,Wageningen Airstrip,small_airport,SUR,SR-NI,Wageningen
DRJ,4.111358999999999,-54.672766,Drietabbetje Airport,small_airport,SUR,SR-SI,Drietabbetje
ORG,5.8110800000000005,-55.190701000000004,Zorg en Hoop Airport,small_airport,SUR,SR-PM,Paramaribo
SLD,48.63779831,19.13409996,Sliač Airport,medium_airport,SVK,SK-BC,Sliač
TAT,49.07360077,20.24110031,Poprad-Tatry Airport,medium_airport,SVK,SK-KI,Poprad
ILZ,49.23149872,18.613500600000002,Žilina Airport,medium_airport,SVK,SK-ZI,Žilina
BTS,48.17020035,17.21269989,M. R. Štefánik Airport,large_airport,SVK,SK-BL,Bratislava
KSC,48.66310120000001,21.24110031,Košice Airport,medium_airport,SVK,SK-KI,Košice
LJU,46.223701,14.4576,Ljubljana Jože Pučnik Airport,large_airport,SVN,SI-061,Ljubljana
MBX,46.47990036,15.68610001,Maribor Airport,medium_airport,SVN,SI-070,
HAD,56.69110107,12.82019997,Halmstad Airport,medium_airport,SWE,SE-N,Halmstad
MMX,55.53630536,13.37619781,Malmö Sturup Airport,large_airport,SWE,SE-M,Malmö
EVG,62.04779816,14.422900199999997,Sveg Airport,medium_airport,SWE,SE-Z,
GEV,67.13240051,20.81459999,Gällivare Airport,medium_airport,SWE,SE-BD,Gällivare
KRF,63.04859924,17.76889992,Kramfors Sollefteå Airport,medium_airport,SWE,SE-Y,Kramfors / Sollefteå
LYC,64.5483017,18.71619987,Lycksele Airport,medium_airport,SWE,SE-AC,
KLR,56.6855011,16.28759956,Kalmar Airport,medium_airport,SWE,SE-H,
OSD,63.19440079,14.50030041,Åre Östersund Airport,medium_airport,SWE,SE-Z,Östersund
VXO,56.92910004,14.72799969,Växjö Kronoberg Airport,medium_airport,SWE,SE-G,Växjö
RNB,56.26670074,15.26500034,Ronneby Airport,medium_airport,SWE,SE-K,
AJR,65.59030151,19.28190041,Arvidsjaur Airport,medium_airport,SWE,SE-BD,Arvidsjaur
OER,63.40829849,18.98999977,Örnsköldsvik Airport,medium_airport,SWE,SE-Y,Örnsköldsvik
NYO,58.78860092,16.91220093,Stockholm Skavsta Airport,medium_airport,SWE,SE-D,Stockholm / Nyköping
MXX,60.957901,14.5114,Mora Airport,medium_airport,SWE,SE-W,Mora
VHM,64.57910156,16.83359909,Vilhelmina Airport,medium_airport,SWE,SE-AC,
UME,63.79180145,20.28280067,Umeå Airport,medium_airport,SWE,SE-AC,Umeå
SFT,64.62480164,21.07690048,Skellefteå Airport,medium_airport,SWE,SE-AC,Skellefteå
KRN,67.82199859999999,20.33679962,Kiruna Airport,medium_airport,SWE,SE-BD,Kiruna
THN,58.31809998,12.34500027,Trollhättan-Vänersborg Airport,medium_airport,SWE,SE-Q,Trollhättan
JKG,57.75759888,14.06869984,Jönköping Airport,medium_airport,SWE,SE-F,Jönköping
GOT,57.66279984,12.27980042,Gothenburg-Landvetter Airport,large_airport,SWE,SE-Q,Gothenburg
SDL,62.52809906,17.44389915,Sundsvall-Härnösand Airport,medium_airport,SWE,SE-Y,Sundsvall/ Härnösand
OSK,57.350497999999995,16.497999,Oskarshamn Airport,small_airport,SWE,SE-H,
KID,55.92169952,14.08549976,Kristianstad Airport,medium_airport,SWE,SE-M,Kristianstad
VST,59.58940125,16.63360023,Stockholm Västerås Airport,medium_airport,SWE,SE-U,Stockholm / Västerås
ORB,59.22370148,15.03800011,Örebro Airport,medium_airport,SWE,SE-T,Örebro
HFS,60.02009964,13.57890034,Hagfors Airport,medium_airport,SWE,SE-S,
KSD,59.44469833,13.33740044,Karlstad Airport,medium_airport,SWE,SE-S,Karlstad
LLA,65.54380035,22.12199974,Luleå Airport,large_airport,SWE,SE-BD,Luleå
BMA,59.35440063,17.94169998,Stockholm-Bromma Airport,medium_airport,SWE,SE-AB,Stockholm
BLE,60.42200089,15.51519966,Borlange Airport,medium_airport,SWE,SE-W,
HLF,57.525799,15.8233,Hultsfred Airport,small_airport,SWE,SE-H,
LPI,58.40620041,15.68050003,Linköping City Airport,medium_airport,SWE,SE-E,Linköping
ARN,59.65190125,17.91860008,Stockholm-Arlanda Airport,large_airport,SWE,SE-AB,Stockholm
TYF,60.15760039999999,12.99129963,Torsby Airport,medium_airport,SWE,SE-S,
VBY,57.66279984,18.34620094,Visby Airport,medium_airport,SWE,SE-I,Visby
AGH,56.29610062,12.84710026,Ängelholm-Helsingborg Airport,medium_airport,SWE,SE-M,Ängelholm
HMV,65.80609894,15.08279991,Hemavan Airport,medium_airport,SWE,SE-AC,
SQO,64.96089935,17.69659996,Storuman Airport,medium_airport,SWE,SE-AC,
NRK,58.58629989999999,16.25060081,Norrköping Airport,medium_airport,SWE,SE-E,Norrköping
SHO,-26.358611,31.716944,King Mswati III International Airport,large_airport,SWZ,SZ-LU,Manzini
PRI,-4.3192901610000005,55.69139862,Praslin Airport,medium_airport,SYC,SC-14,Praslin Island
SEZ,-4.67434,55.521801,Seychelles International Airport,large_airport,SYC,SC-20,Mahe Island
LTK,35.40110016,35.94869995,Bassel Al-Assad International Airport,large_airport,SYR,SY-LA,Latakia
DEZ,35.2854,40.175999,Deir ez-Zor Air Base,medium_airport,SYR,SY-DY,Deir ez-Zor
DAM,33.41149902,36.51559829999999,Damascus International Airport,large_airport,SYR,SY-DI,Damascus
ALP,36.18069839,37.22439957,Aleppo International Airport,large_airport,SYR,SY-HL,Aleppo
KAC,37.02059937,41.19139862,Kamishly Airport,medium_airport,SYR,SY-HA,Kamishly
SLX,21.33300018,-71.19999695,Salt Cay Airport,small_airport,TCA,TC-SL,Salt Cay
PLS,21.77359962,-72.26589966,Providenciales Airport,medium_airport,TCA,TC-PR,Providenciales Island
NCA,21.9175,-71.939598,North Caicos Airport,medium_airport,TCA,TC-NC,
GDT,21.44449997,-71.14230347,JAGS McCartney International Airport,medium_airport,TCA,TC-GT,Cockburn Town
XSC,21.51569939,-71.52850342,South Caicos Airport,medium_airport,TCA,TC-SC,
SRH,9.14444,18.374399,Sarh Airport,small_airport,TCD,TD-MC,Sarh
MQQ,8.624409676,16.07139969,Moundou Airport,medium_airport,TCD,TD-LO,
AEH,13.84700012,20.84429932,Abeche Airport,medium_airport,TCD,TD-OD,
NDJ,12.1337,15.034,N'Djamena International Airport,large_airport,TCD,TD-CB,N'Djamena
LFW,6.165609837000001,1.254510045,Lomé-Tokoin Airport,medium_airport,TGO,TG-M,Lomé
ROI,16.11680031,103.77400209999999,Roi Et Airport,medium_airport,THA,TH-45,
KOP,17.38380051,104.64299770000001,Nakhon Phanom Airport,medium_airport,THA,TH-48,
UBP,15.25129986,104.8700027,Ubon Ratchathani Airport,medium_airport,THA,TH-34,Ubon Ratchathani
HKT,8.1132,98.316902,Phuket International Airport,large_airport,THA,TH-83,Phuket
UNN,9.777620316,98.58550262,Ranong Airport,medium_airport,THA,TH-85,
USM,9.547789574,100.06199649999999,Samui Airport,medium_airport,THA,TH-80,Na Thon (Ko Samui Island)
KBV,8.09912014,98.98619843,Krabi Airport,medium_airport,THA,TH-81,Krabi
NST,8.539620399,99.94470215,Nakhon Si Thammarat Airport,medium_airport,THA,TH-80,Nakhon Si Thammarat
HDY,6.933209896,100.39299770000001,Hat Yai International Airport,medium_airport,THA,TH-90,Hat Yai
URT,9.132599831,99.13559723,Surat Thani Airport,medium_airport,THA,TH-84,Surat Thani
PHS,16.78289986,100.2789993,Phitsanulok Airport,medium_airport,THA,TH-65,
THS,17.23800087,99.81819916,Sukhothai Airport,medium_airport,THA,TH-64,
TST,7.508739948,99.61660004,Trang Airport,medium_airport,THA,TH-92,
MAQ,16.69989967,98.54509735,Mae Sot Airport,medium_airport,THA,TH-63,
HHQ,12.63619995,99.95149994,Hua Hin Airport,medium_airport,THA,TH-76,Hua Hin
PHY,16.6760006,101.1949997,Phetchabun Airport,medium_airport,THA,TH-67,
BFV,15.22949982,103.25299840000001,Buri Ram Airport,medium_airport,THA,TH-31,
CEI,19.95229912,99.88289642,Chiang Rai International Airport,medium_airport,THA,TH-57,Chiang Rai
LPT,18.27090073,99.5042038,Lampang Airport,medium_airport,THA,TH-52,
